"Papa ID","Device ID","Event Type","Date","Message ID","Payload","# of Hops"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:07:47.222+00:00","DKP4","Counter:964 Temp:31.08 Hum:7.944 Press:96643.00 Gas:145454.55 Pred:0 Lat:33.42570 Lng:-111.9357 Alt:416.61","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:07:34.699+00:00","9GTD","Counter:963 Temp:31.04 Hum:7.957 Press:96643.38 Gas:144837.34 Pred:0 Lat:33.42570 Lng:-111.9357 Alt:416.61","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:07:24.299+00:00","X2DX","Counter:962 Temp:31.00 Hum:7.946 Press:96643.78 Gas:145330.69 Pred:0 Lat:33.42570 Lng:-111.9357 Alt:416.61","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:07:16.713+00:00","CMD5","Counter:961 Temp:30.96 Hum:7.950 Press:96644.09 Gas:145330.69 Pred:1 Lat:33.42570 Lng:-111.9357 Alt:416.61","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:07:03.6+00:00","PGTR","Counter:960 Temp:30.92 Hum:7.911 Press:96644.12 Gas:146077.03 Pred:0 Lat:33.42575 Lng:-111.9357 Alt:419.41","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:06:53.171+00:00","XLFZ","Counter:959 Temp:30.88 Hum:7.920 Press:96644.95 Gas:146578.88 Pred:0 Lat:33.42575 Lng:-111.9357 Alt:419.41","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:06:42.738+00:00","ZQQ7","Counter:958 Temp:30.85 Hum:7.947 Press:96645.49 Gas:145207.03 Pred:0 Lat:33.42575 Lng:-111.9357 Alt:419.41","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:06:32.341+00:00","ZYUN","Counter:957 Temp:30.81 Hum:7.998 Press:96646.24 Gas:144591.92 Pred:0 Lat:33.42575 Lng:-111.9357 Alt:419.41","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:06:21.911+00:00","9SHF","Counter:956 Temp:30.77 Hum:8.011 Press:96646.82 Gas:144103.58 Pred:1 Lat:33.42575 Lng:-111.9357 Alt:419.41","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:06:11.507+00:00","ABFE","Counter:955 Temp:30.72 Hum:7.906 Press:96646.89 Gas:148105.30 Pred:0 Lat:33.42575 Lng:-111.9357 Alt:419.41","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:06:01.007+00:00","SQ6I","Counter:954 Temp:30.68 Hum:7.919 Press:96647.22 Gas:148750.72 Pred:0 Lat:33.42527 Lng:-111.9358 Alt:357.70","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:05:50.635+00:00","XZIS","Counter:953 Temp:30.65 Hum:8.012 Press:96647.27 Gas:147338.12 Pred:0 Lat:33.42527 Lng:-111.9358 Alt:357.70","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:05:40.496+00:00","T33L","Counter:952 Temp:30.62 Hum:8.040 Press:96647.91 Gas:147338.12 Pred:0 Lat:33.42527 Lng:-111.9358 Alt:357.70","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:05:29.807+00:00","D93I","Counter:951 Temp:30.58 Hum:8.067 Press:96647.88 Gas:146831.09 Pred:1 Lat:33.42527 Lng:-111.9358 Alt:357.70","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:05:19.542+00:00","XM3R","Counter:950 Temp:30.56 Hum:8.048 Press:96647.58 Gas:146957.52 Pred:0 Lat:33.42527 Lng:-111.9358 Alt:357.70","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:05:08.953+00:00","PMGW","Counter:949 Temp:30.54 Hum:8.156 Press:96647.71 Gas:146957.52 Pred:0 Lat:33.42527 Lng:-111.9358 Alt:357.70","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:04:58.567+00:00","ZYOF","Counter:948 Temp:30.49 Hum:8.164 Press:96647.84 Gas:148233.94 Pred:1 Lat:33.42527 Lng:-111.9358 Alt:357.70","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:04:48.243+00:00","FI4S","Counter:947 Temp:30.45 Hum:8.106 Press:96647.88 Gas:148233.94 Pred:1 Lat:33.42527 Lng:-111.9358 Alt:357.70","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:04:37.79+00:00","5HBH","Counter:946 Temp:30.40 Hum:8.067 Press:96647.73 Gas:150588.23 Pred:0 Lat:33.42527 Lng:-111.9358 Alt:357.70","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:04:17.046+00:00","HNP3","Counter:944 Temp:30.35 Hum:7.910 Press:96648.20 Gas:154402.89 Pred:1 Lat:33.42527 Lng:-111.9358 Alt:357.70","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:04:06.769+00:00","LIX4","Counter:943 Temp:30.34 Hum:7.905 Press:96648.13 Gas:153569.28 Pred:0 Lat:33.42527 Lng:-111.9358 Alt:357.70","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:03:59.682+00:00","ZN8Q","Counter:942 Temp:30.35 Hum:8.019 Press:96648.00 Gas:153431.22 Pred:1 Lat:33.42527 Lng:-111.9358 Alt:357.70","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:03:45.726+00:00","R809","Counter:941 Temp:30.37 Hum:8.005 Press:96648.12 Gas:152744.62 Pred:1 Lat:33.42527 Lng:-111.9358 Alt:357.70","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:03:35.447+00:00","XXLA","Counter:940 Temp:30.39 Hum:7.935 Press:96647.89 Gas:153707.59 Pred:1 Lat:33.42527 Lng:-111.9358 Alt:357.70","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:03:25.012+00:00","FQ5Y","Counter:939 Temp:30.39 Hum:7.935 Press:96647.91 Gas:153569.28 Pred:1 Lat:33.42527 Lng:-111.9358 Alt:357.70","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:03:14.598+00:00","NELP","Counter:938 Temp:30.40 Hum:7.935 Press:96648.22 Gas:153984.97 Pred:1 Lat:33.42595 Lng:-111.9358 Alt:445.41","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:03:04.164+00:00","6TLA","Counter:937 Temp:30.41 Hum:7.916 Press:96648.18 Gas:153431.22 Pred:1 Lat:33.42595 Lng:-111.9358 Alt:445.41","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:02:53.704+00:00","CHQP","Counter:936 Temp:30.41 Hum:7.907 Press:96647.41 Gas:154263.33 Pred:0 Lat:33.42595 Lng:-111.9358 Alt:445.41","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:02:43.367+00:00","LYSG","Counter:935 Temp:30.42 Hum:7.935 Press:96647.32 Gas:153846.16 Pred:1 Lat:33.42595 Lng:-111.9358 Alt:445.41","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:02:32.923+00:00","VPIV","Counter:934 Temp:30.44 Hum:7.856 Press:96646.80 Gas:154542.70 Pred:1 Lat:33.42595 Lng:-111.9358 Alt:445.41","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:02:22.506+00:00","DEGQ","Counter:933 Temp:30.46 Hum:7.847 Press:96646.25 Gas:154124.02 Pred:1 Lat:33.42595 Lng:-111.9358 Alt:445.41","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:02:12.058+00:00","ELMB","Counter:932 Temp:30.48 Hum:7.833 Press:96646.09 Gas:153707.59 Pred:1 Lat:33.42595 Lng:-111.9358 Alt:445.41","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:02:01.654+00:00","GJZ8","Counter:931 Temp:30.48 Hum:7.777 Press:96646.08 Gas:155670.42 Pred:0 Lat:33.42595 Lng:-111.9358 Alt:445.41","1"
